pdv;premise;categoria_pdv;zipcode
8418234779249154737;On Premise;Restaurant;81601
7126858116544870884;Off Premise;Convenience;30043
4550037064738823806;Off Premise;Convenience;80233
5048160095252315189;On Premise;Special Event;80550
6814006642213397645;On Premise;Service Org;81201
4186324806675841638;On Premise;Other On Premise;81427
2549897909367489911;On Premise;Restaurant;30078
8979207465942592559;On Premise;Restaurant;80205
8795312808182799803;On Premise;Restaurant;80487
3378937158074455541;Off Premise;Convenience;30114
3244476574956003454;On Premise;Mexican Rest;80002
8766205224418219070;Off Premise;Convenience;30735
232390179136570315;On Premise;Pizza;80534
6941444663879603178;Off Premise;Package/Liquor;80232
7364825272242576778;On Premise;Service Org;81230
8456851723793280207;On Premise;Asian;30076
5877223125920123263;Off Premise;Other Off Premise;80209
5200403247437851721;Off Premise;Package/Liquor;80122
1000275275922029725;On Premise;Golf - Public;81507
4136581848068959378;Off Premise;Package/Liquor;81657
6842160626711886057;Off Premise;Convenience;80547
6854763391883567053;On Premise;Bar;80550
7733003834074167846;On Premise;Restaurant;80134
2865404869330387597;On Premise;Bar;80906
1852057888450748003;On Premise;Mexican Rest;30096
3818000246642459570;On Premise;Restaurant;80444
7396361520180183539;Off Premise;Convenience;30188
4702569314487498107;On Premise;Restaurant;30305
8975735668267906663;Off Premise;Convenience;80758
4985591872950692884;On Premise;Banquet/Caterer;30701
7934033802553619883;On Premise;Other On Premise;81620
1946451262340757623;Off Premise;Convenience;30058
8522828979804319413;Off Premise;Package/Liquor;80233
195764788356369306;On Premise;Restaurant;30124
7231996398658920149;Off Premise;Package/Liquor;81401
6367273668549021314;On Premise;Bar;81050
4661010878353572748;On Premise;Bar;80204
3825371565196981672;On Premise;Bar;81003
2638242212530754393;Off Premise;Grocery;81101
2429565403249165410;On Premise;Restaurant;80112
3827235420004666395;On Premise;Mexican Rest;80238
6967387199767072270;Off Premise;Grocery;30752
8012348064295105621;On Premise;Billiard/Bowling;80221
997413166693459372;On Premise;Restaurant;81435
163849792692553106;On Premise;Hotel/Motel;80538
7432889294707011736;Off Premise;Convenience;80701
5426665966867671292;On Premise;Restaurant;80443
8254066910702185321;On Premise;Bar;81432
7379602851760792521;Off Premise;Package/Liquor;30341
7299601326478902094;On Premise;Restaurant;30022
1049183863283045945;Off Premise;Convenience;30078
8921124520404141739;On Premise;Restaurant;80220
4295895606619870942;On Premise;Restaurant;80003
1224801010328578313;On Premise;Church;80003
3764909537425184983;On Premise;Bar;80026
5746524124947327815;On Premise;Billiard/Bowling;30071
122530177670668742;Off Premise;Package/Liquor;80222
702963549944277448;Off Premise;Convenience;80015
6204443259999185369;Off Premise;Super Center;80223
2868344995699867848;On Premise;Restaurant;80909
6428846847282782094;On Premise;Bar;81224
6930415815103157595;On Premise;Restaurant;31210
252964698575104421;Off Premise;Package/Liquor;30909
3191662006868550544;On Premise;Restaurant;80301
5715856708628323712;On Premise;Restaurant;80123
5036450935596727469;Off Premise;Convenience;30340
3257673327676418753;On Premise;Mexican Rest;30030
2801014561355931085;Off Premise;Convenience;30705
4034007741949090727;Off Premise;Grocery;80111
5280283143090173847;On Premise;Restaurant;30519
3129070105302662633;On Premise;Bar;81415
5501618457528534700;Off Premise;Convenience;30121
6088879494056622404;On Premise;Barbeque;30019
6018175571636329185;Off Premise;Convenience;30012
6361161963570113837;On Premise;Asian;30045
5304977036960028973;Off Premise;Package/Liquor;31210
1786219981510595967;Off Premise;Package/Liquor;80112
6430103387294465215;On Premise;Bar;80020
851776336527755434;On Premise;Restaurant;81657
4508384550680822082;On Premise;Bar;81601
6855597264785693019;On Premise;Bar;80220
4705434030726960498;On Premise;Restaurant;30328
8777536197624996820;Off Premise;Convenience;30518
5609014350367335361;On Premise;Pizza;80120
6387217470101968506;Off Premise;Grocery;30084
987901627121453256;Off Premise;Super Center;30083
4355616194726943865;On Premise;Bar;80220
4232430365832461245;Off Premise;Package/Liquor;80401
1653373424899785585;Off Premise;Package/Liquor;80260
1493502813914633118;Off Premise;Convenience;80514
3849807105014532721;Off Premise;Convenience;80521
2007429581595236984;Off Premise;Convenience;30047
6265928750337636679;On Premise;Mexican Rest;30144
4973212969780186483;Off Premise;Drug;30114
5652235252700236796;On Premise;Restaurant;80113
2755439070845539875;On Premise;Restaurant;80302
4388227782058030918;Off Premise;Grocery;80631
8666297561981718301;On Premise;Bar;80524
2837106258883844645;Off Premise;Grocery;80023
1703234904027428982;Off Premise;Super Center;80107
1622776017198962759;On Premise;Mexican Rest;30720
1361168611369025728;Off Premise;Convenience;80026
1193759996166001184;On Premise;Other On Premise;80447
4102593515160687832;Off Premise;Convenience;30039
4558318653825110515;On Premise;Bar;30705
988352679222112624;On Premise;Golf - Public;80701
2677277896596806535;On Premise;Restaurant;81003
6281130416064055528;Off Premise;Package/Liquor;80907
8771962850018791774;On Premise;Restaurant;80113
4750756439899601151;On Premise;Night Club;80221
815150310325179165;Off Premise;Convenience;30058
3093075984431448963;Off Premise;Convenience;30721
4664605384579196773;On Premise;Bar;80205
8778317697469049798;Off Premise;Package/Liquor;81520
5802022343887245176;Off Premise;Grocery;30506
1814152098473037345;On Premise;Golf - Private;80223
7097321920319688313;Off Premise;Grocery;80601
9054129637903807160;Off Premise;Convenience;80817
1926302526589717783;On Premise;Restaurant;81008
2578565565809476928;On Premise;Restaurant;30513
1561988775179650166;Off Premise;Package/Liquor;81235
8960602959676796085;On Premise;Italian;30189
7422637425071289390;Off Premise;Convenience;81212
7987283809538732887;Off Premise;Package/Liquor;81226
6689931851882615832;On Premise;Bar;81003
2478387791959820700;On Premise;Barbeque;30153
4322825239331343469;On Premise;Mexican Rest;81144
5228836700802553691;On Premise;Other On Premise;81623
215085344847561881;On Premise;Stadium/Concession;80309
3142852587817390729;On Premise;Service Org;80501
4801993999940943522;Off Premise;Package/Liquor;81301
4340664083718075123;Off Premise;Drug;80817
4347677366014998868;Off Premise;Drug;30721
8959064786277748896;On Premise;Stadium/Concession;80302
4834240918291906724;On Premise;Theatre;30084
7157925450545905788;On Premise;Bar;31401
1703007696663232792;Off Premise;Package/Liquor;80501
3639579602201484970;On Premise;Restaurant;80911
1325299571871584657;On Premise;Bar;30096
5877744633560799298;On Premise;Other On Premise;80435
6681916389420485819;On Premise;Asian;30096
6365790465546884476;On Premise;Mexican Rest;30046
4141939795259193687;On Premise;Banquet/Caterer;30002
2857051451937206051;On Premise;Hotel/Motel;80447
6820987963506963344;Off Premise;Grocery;80521
9090512601657302593;On Premise;Golf - Public;81503
4502726909012245152;On Premise;Other On Premise;81242
4112816142669668237;Off Premise;Convenience;30345
415254542919156825;Off Premise;Convenience;30728
4131789514149775014;On Premise;Bar;30046
7356921420678494518;Off Premise;Drug;30024
5568845237776338675;On Premise;Restaurant;30720
1659060246711875756;Off Premise;Convenience;30728
1852078457127485934;Off Premise;Package/Liquor;31088
168196248441083762;On Premise;Restaurant;80111
5468209967540896271;On Premise;Restaurant;80203
4929078727822811300;On Premise;Restaurant;80517
8013469935933187800;On Premise;Mexican Rest;30084
8444375142018175291;Off Premise;Convenience;80620
4173785155747967109;Off Premise;Package/Liquor;80104
7259983846354047333;On Premise;Restaurant;30096
1496467182461639694;Off Premise;Grocery;30102
2723300601511829408;On Premise;Bar;80903
3614176740822046428;Off Premise;Package/Liquor;80916
850706106413652423;On Premise;Bar;30308
227934299262032210;On Premise;Asian;30316
2744532938257599068;On Premise;Bar;30024
1641434358579930238;Off Premise;Package/Liquor;80112
8464602255062863241;On Premise;Restaurant;80136
7543732912505004863;On Premise;Restaurant;80424
5490310199952621082;On Premise;Restaurant;80909
2181167408471072773;On Premise;Bar;81623
3202153088463634262;Off Premise;Convenience;30165
7582268268567093808;Off Premise;Grocery;80226
9153366400044708463;Off Premise;Package/Liquor;30035
3435048414921084321;Off Premise;Convenience;30741
2552231132170183663;On Premise;Marina / Lake;80111
4674047439590334034;Off Premise;Convenience;80026
4751133306833211721;On Premise;Restaurant;80452
9120841459661168110;On Premise;Restaurant;30080
7994184735498580595;On Premise;Restaurant;80537
2639980618406691020;On Premise;Mexican Rest;30721
2927355941730898624;On Premise;Bar;81615
4706838004892208105;Off Premise;Convenience;30096
3286360717329668082;On Premise;Gay Bar;80203
4417784824079300345;Off Premise;Package/Liquor;80543
7764669241806361148;On Premise;Asian;80906
6137538847322485605;Off Premise;Convenience;30044
8916067949199760301;Off Premise;Convenience;30124
9163959285167966583;On Premise;Restaurant;81632
3005231847926522596;Off Premise;Convenience;30165
5351237571750551271;On Premise;Restaurant;80501
9048236558392442921;Off Premise;Convenience;80640
2095595576383024004;Off Premise;Convenience;80525
6648328056850163302;On Premise;Mexican Rest;30161
5883424571335954852;Off Premise;Bodega;30084
6710683959534528936;On Premise;Stadium/Concession;30121
5494986463211775448;Off Premise;Package/Liquor;80110
30856005791806889;Off Premise;Convenience;81004
5481946974773481757;Off Premise;Package/Liquor;80831
7996101475455489895;Off Premise;Package/Liquor;80516
3533036116038675548;Off Premise;Package/Liquor;31707
396023423742883893;Off Premise;Package/Liquor;30134
6205616438710812425;On Premise;Restaurant;80513
9085936912028389837;Off Premise;Convenience;80026
2321338999063496248;On Premise;Restaurant;80128
5375240556399253141;Off Premise;Package/Liquor;81418
120807779317274274;Off Premise;Convenience;80202
4943058174362900010;On Premise;Other On Premise;80108
229374757619295250;On Premise;Restaurant;80901
4433755494176814614;On Premise;Restaurant;81301
571650312988943181;Off Premise;Convenience;30341
1885145193562002291;On Premise;Restaurant;30148
7795167666287687628;On Premise;Restaurant;30338
5611331919955916752;Off Premise;Convenience;30103
3696738723937981634;On Premise;Hotel/Motel;80207
177038658149611341;Off Premise;Convenience;80903
308244681939224309;Off Premise;Convenience;80910
2656613971131514332;Off Premise;Convenience;30720
2112302701325523514;On Premise;Mexican Rest;81432
498677452288174513;Off Premise;Convenience;80030
751703569771707645;On Premise;Restaurant;80920
4956489740455145855;On Premise;French;81212
3167088515240678747;On Premise;Bar;81008
6108010436751837919;On Premise;Bar;80205
7925867456728809339;Off Premise;Convenience;30188
4629463863789142978;On Premise;Restaurant;30114
6304873850485388782;On Premise;Hotel/Motel;80202
2034064051055622690;Off Premise;Package/Liquor;80014
6123000508518859298;On Premise;Restaurant;80424
4369205339806848088;On Premise;Other On Premise;80424
8546206947128350652;On Premise;Restaurant;30307
7058866216474314422;Off Premise;Package/Liquor;30327
3070124727434632036;Off Premise;Convenience;30340
2648227229553722825;On Premise;Hotel/Motel;80906
1585007286458495481;On Premise;Bar;80203
1727809080553488923;On Premise;Bar;81137
94486828812181403;On Premise;Restaurant;81321
4833583239373659147;Off Premise;Package/Liquor;80228
1008240744247283174;On Premise;Irish;80501
1948595613796106169;On Premise;Golf - Private;30642
5309352545048908094;On Premise;Restaurant;80235
870305951878834447;On Premise;Bar;81224
4491799948078906048;On Premise;Hotel/Motel;80216
7843266455222899698;Off Premise;Grocery;80631
6363056122769427946;On Premise;Restaurant;30143
8668083157253492564;On Premise;Restaurant;81611
6171818527282317701;On Premise;Bar;80220
7359664266734203130;Off Premise;Package/Liquor;81211
7067581471040861885;On Premise;Bar;80205
8009543576442081583;On Premise;Restaurant;81623
9126910982986170045;On Premise;Restaurant;80524
3101294663408524382;On Premise;Bar;80210
4962120191480987874;On Premise;Other On Premise;80204
8595690694109390403;On Premise;Golf - Public;81650
34806379430645161;Off Premise;Convenience;30024
8605113317595245419;On Premise;Theatre;80202
7436046691189016837;Off Premise;Package/Liquor;80907
257938845229732596;On Premise;Bar;80205
912556836172481429;On Premise;Restaurant;30705
7799008243007333683;On Premise;Mexican Rest;30346
7998739803608926055;On Premise;Billiard/Bowling;80020
8961523408544761903;Off Premise;Super Center;80110
3177843609787273083;On Premise;Italian;30519
135832133792096325;Off Premise;Convenience;30518
8474157272465933005;On Premise;Bar;30312
3623565704388660040;On Premise;Restaurant;30093
8417556201108488374;On Premise;Restaurant;80233
8300656492020148533;Off Premise;Convenience;80020
3173825182069247451;Off Premise;Package/Liquor;81601
7625077797434007000;On Premise;Irish;80218
4353825561728462627;On Premise;Restaurant;80111
7514956776969939331;On Premise;Restaurant;80210
8088319794249785351;Off Premise;Convenience;30032
2822283395838753055;On Premise;Restaurant;30136
7832446825343699684;On Premise;Mexican Rest;30079
1324897242542887920;On Premise;Pizza;80211
48153503478845324;On Premise;Restaurant;80014
873696506382316194;On Premise;Restaurant;30329
3571665504477393994;On Premise;Restaurant;80023
4068543503353822087;On Premise;Restaurant;80112
4188034278445988267;Off Premise;Convenience;80014
6054435098718724166;Off Premise;Package/Liquor;31602
1646850660385910062;Off Premise;Package/Liquor;80102
4935921321429413778;On Premise;Restaurant;80222
